id,name,Pitch Ration (P/D),Expanded Area Ratio (EAR),Propeller Blade Number (Z),Rn,D,KT0,KT1,KT2,KQ0,KQ1,KQ2
834,P_9632,1.02,0.612,4,45750711.07,8.8,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
835,P_9633,1.02,0.612,4,45750711.07,9,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
836,P_9634,1.02,0.612,4,45750711.07,9.2,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
837,P_9635,1.02,0.612,4,45750711.07,9.4,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
838,P_9636,1.02,0.612,4,45750711.07,9.6,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
839,P_9637,1.02,0.612,4,45750711.07,9.8,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
840,P_9638,1.02,0.612,4,45750711.07,10,0.453531345,-0.286385962,-0.118925887,0.065804418,-0.033439695,-0.02120539
841,P_9639,1.02,0.62,4,45750711.07,8.8,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
842,P_9640,1.02,0.62,4,45750711.07,9,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
843,P_9641,1.02,0.62,4,45750711.07,9.2,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
844,P_9642,1.02,0.62,4,45750711.07,9.4,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
845,P_9643,1.02,0.62,4,45750711.07,9.6,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
846,P_9644,1.02,0.62,4,45750711.07,9.8,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
847,P_9645,1.02,0.62,4,45750711.07,10,0.455302413,-0.28967389,-0.117991936,0.066174021,-0.034097446,-0.021026548
